objid,ra,dec,u,g,r,i,z,distance
5.82094E+17,228.972921,-0.129391,23.034,22.231,21.751,21.388,21.107,2.7096
5.82094E+17,228.972393,-0.12839,25.054,23.079,22.61,22.753,22.847,2.710215
5.82094E+17,228.978642,-0.142188,25.168,22.732,22.376,22.11,21.804,2.891202
5.82094E+17,228.979813,-0.138671,23.501,22.048,21.647,21.469,21.305,2.694401
5.82094E+17,228.980771,-0.071036,23.722,22.127,21.545,21.224,21.402,2.943661
5.82094E+17,228.987441,-0.069571,23.029,21.793,21.442,21.264,21.191,2.772528
5.82094E+17,228.992205,-0.149616,22.649,21.877,21.357,21.242,21.16,2.775229
5.82094E+17,228.993247,-0.151387,23.558,22.453,21.97,21.641,21.655,2.844403
5.82094E+17,228.995298,-0.153801,23.626,22.746,22.294,22.103,21.31,2.930636
5.82094E+17,228.997053,-0.15389,23.583,23.305,22.349,22.37,22.336,2.899672
5.82094E+17,229.005032,-0.059753,23.582,22.596,22.244,22.06,21.666,2.943968
5.82094E+17,229.006167,-0.152866,25.132,23.453,22.11,20.743,20.038,2.709361
5.82094E+17,229.007189,-0.153745,23.068,22.675,22.213,22.247,21.714,2.753346
5.82094E+17,229.008906,-0.059722,23.98,22.153,21.685,21.543,22.416,2.918029
5.82094E+17,229.016415,-0.157303,23.089,21.872,21.352,21.432,22,2.954138
5.82094E+17,229.024877,-0.15493,24.803,23.354,22.758,22.387,22.273,2.895918
5.82094E+17,229.02449,-0.154082,23.485,23.025,22.394,22.463,21.972,2.840847
5.82094E+17,229.027215,-0.061634,24.404,23.233,22.203,21.881,21.702,2.924783
5.82094E+17,229.027922,-0.155502,24.48,22.466,22.136,21.827,21.831,2.97959
5.82094E+17,229.0281,-0.151099,23.805,22.459,21.94,21.722,21.196,2.732744
5.82094E+17,229.033829,-0.151745,23.305,22.724,21.997,22.126,21.613,2.901397
5.82094E+17,229.033075,-0.151991,24.159,23.194,22.921,22.9,23.037,2.895397
5.82094E+17,229.036758,-0.067074,24.115,23.236,22.239,22.308,22.132,2.855714
5.82094E+17,229.040021,-0.072509,23.368,22.806,22.14,21.781,21.897,2.693243
5.82094E+17,229.047679,-0.07599,25.646,24.156,22.375,21.533,21.477,2.848584
5.82094E+17,229.047227,-0.073713,23.539,23.288,22.336,21.777,22.269,2.923762
5.82094E+17,229.051241,-0.08345,23.199,22.927,22.954,22.444,22.725,2.743149
5.82094E+17,229.053836,-0.086121,22.889,23.181,22.997,22.06,21.467,2.795927
5.82094E+17,229.054997,-0.083175,25.929,23.163,21.873,21.274,21.286,2.94359
5.82094E+17,229.056331,-0.084023,23.095,22.375,21.898,22.152,22.144,2.987626
5.82094E+17,229.054376,-0.084578,24.309,22.497,21.863,21.782,21.678,2.869067
5.82094E+17,229.057484,-0.099978,23.133,22.445,22.191,21.851,21.376,2.726032
5.82094E+17,229.057383,-0.125376,23.426,22.272,21.706,21.518,21.672,2.86664
5.82094E+17,229.057982,-0.126471,23.048,22.864,22.026,22.117,22.255,2.924211
5.82094E+17,229.058379,-0.125367,23.819,23.295,22.523,22.726,22.676,2.922267
5.82094E+17,229.058931,-0.115911,23.21,22.252,21.637,21.562,21.452,2.806235
5.82094E+17,229.059537,-0.092662,24.808,23.021,22.185,21.964,21.409,2.955138
5.82094E+17,229.059859,-0.10077,23.618,23.66,22.773,22.742,22.217,2.858524
5.82094E+17,228.979184,-0.077065,24.656,24.3,23.121,22.212,21.282,2.749153
